"","Scientific","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","BodyMass.Value","taxon"
"6310","Ocyceros gingalensis",10,0,10,0,0,0,80,0,0,0,"Ref_6","A",238,"bird"
"6311","Ocyceros birostris",0,10,10,0,0,0,80,0,0,0,"Ref_6","A",375,"bird"
"6312","Anthracoceros coronatus",10,0,0,0,10,0,70,0,0,10,"Ref_6","A",806.72,"bird"
"6313","Anthracoceros albirostris",20,10,10,0,0,0,60,0,0,0,"Ref_6","A",892.89,"bird"
"6314","Anthracoceros malayanus",20,0,0,0,0,0,80,0,0,0,"Ref_6","A",1050,"bird"
"6315","Anthracoceros marchei",10,0,10,0,0,0,80,0,0,0,"Ref_6","A",750,"bird"
"6316","Anthracoceros montani",10,0,20,0,0,0,70,0,0,0,"Ref_6","B",714.56,"bird"
"6317","Buceros rhinoceros",10,10,10,0,0,0,70,0,0,0,"Ref_6","A",2371.58,"bird"
"6318","Buceros bicornis",20,10,10,0,0,0,60,0,0,0,"Ref_6","A",2790.79,"bird"
"6319","Buceros hydrocorax",20,0,0,0,0,0,40,0,40,0,"Ref_6","A",1409.59,"bird"
"6320","Rhinoplax vigil",0,20,20,0,0,0,60,0,0,0,"Ref_6","A",2887.64,"bird"
"6321","Anorrhinus tickelli",20,0,20,0,0,0,60,0,0,0,"Ref_6","D1",792.64,"bird"
"6322","Anorrhinus austeni",10,10,20,0,0,0,60,0,0,0,"Ref_6","A",1079.5,"bird"
"6323","Anorrhinus galeritus",20,0,20,0,0,0,60,0,0,0,"Ref_6","A",1172,"bird"
"6324","Penelopides affinis",20,0,20,0,0,0,40,0,20,0,"Ref_6","A",485.12,"bird"
"6325","Penelopides manillae",10,0,0,0,10,0,80,0,0,0,"Ref_6","B",460.86,"bird"
"6326","Penelopides mindorensis",20,0,0,0,0,0,80,0,0,0,"Ref_6","B",462,"bird"
"6327","Penelopides panini",30,0,0,0,0,0,70,0,0,0,"Ref_6","A",470.54,"bird"
"6328","Penelopides exarhatus",20,0,0,0,0,0,80,0,0,0,"Ref_6","A",370,"bird"
"6329","Aceros comatus",30,20,30,0,0,0,20,0,0,0,"Ref_6","A",1470,"bird"
"6330","Aceros nipalensis",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",2385,"bird"
"6331","Aceros corrugatus",10,0,0,0,0,0,90,0,0,0,"Ref_6","B",1590,"bird"
"6332","Aceros waldeni",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",1748.8,"bird"
"6333","Aceros leucocephalus",20,0,0,0,0,0,80,0,0,0,"Ref_6","A",1086,"bird"
"6334","Aceros cassidix",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",2360,"bird"
"6335","Aceros undulatus",10,0,0,0,0,0,90,0,0,0,"Ref_6","A",2214.55,"bird"
"6336","Aceros narcondami",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",697.17,"bird"
"6337","Aceros everetti",0,0,0,0,0,0,100,0,0,0,"Ref_6","B",1748.8,"bird"
"6338","Aceros subruficollis",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",2042,"bird"
"6339","Aceros plicatus",20,0,0,0,0,0,80,0,0,0,"Ref_6","A",1703.76,"bird"
"6340","Bycanistes bucinator",10,10,0,0,0,0,80,0,0,0,"Ref_6","A",639.38,"bird"
"6341","Bycanistes fistulator",10,0,0,0,0,0,90,0,0,0,"Ref_6","A",508.09,"bird"
"6342","Bycanistes brevis",10,0,10,0,0,0,80,0,0,0,"Ref_6","A",1232.84,"bird"
"6343","Bycanistes subcylindricus",20,0,10,0,0,0,70,0,0,0,"Ref_6","A",1195.4,"bird"
"6344","Bycanistes cylindricus",10,0,0,0,0,0,90,0,0,0,"Ref_6","A",921,"bird"
"6345","Ceratogymna atrata",10,0,0,0,0,0,90,0,0,0,"Ref_6","A",1194.79,"bird"
"6346","Ceratogymna elata",20,0,0,0,0,0,80,0,0,0,"Ref_6","A",1917.02,"bird"
"6347","Bucorvus abyssinicus",30,0,40,0,0,10,10,0,10,0,"Ref_6","A",4000,"bird"
"6348","Bucorvus cafer",70,10,20,0,0,0,0,0,0,0,"Ref_6","A",3743.62,"bird"
"6349","Upupa epops",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",66.93,"bird"
"6350","Phoeniculus purpureus",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",73.21,"bird"
"6351","Phoeniculus damarensis",80,20,0,0,0,0,0,0,0,0,"Ref_6","A",81.8,"bird"
"6352","Phoeniculus somaliensis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",26.5,"bird"
"6353","Phoeniculus bollei",80,0,0,0,0,0,10,0,10,0,"Ref_6","A",54.6,"bird"
"6354","Phoeniculus castaneiceps",70,0,0,0,0,0,20,0,10,0,"Ref_6","A",24.4,"bird"
"6355","Rhinopomastus aterrimus",80,0,0,0,0,0,20,0,0,0,"Ref_6","A",27.11,"bird"
"6356","Rhinopomastus cyanomelas",70,0,0,0,0,0,20,0,10,0,"Ref_6","A",27.11,"bird"
"6357","Rhinopomastus minor",90,0,0,0,0,0,10,0,0,0,"Ref_6","A",21.7,"bird"
"6358","Apaloderma narina",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",67.69,"bird"
"6359","Apaloderma aequatoriale",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",58.02,"bird"
"6360","Apaloderma vittatum",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",55,"bird"
"6361","Pharomachrus mocinno",20,0,10,0,0,0,70,0,0,0,"Ref_6","A",202.46,"bird"
"6362","Pharomachrus antisianus",10,0,10,0,0,0,80,0,0,0,"Ref_6","A",152.05,"bird"
"6363","Pharomachrus fulgidus",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",160,"bird"
"6364","Pharomachrus auriceps",0,0,0,0,0,0,100,0,0,0,"Ref_6","A",180,"bird"
"6365","Pharomachrus pavoninus",10,0,0,0,0,0,90,0,0,0,"Ref_6","D1",163,"bird"
"6366","Euptilotis neoxenus",50,0,0,0,0,0,50,0,0,0,"Ref_6","A",122.32,"bird"
"6367","Priotelus temnurus",30,0,0,0,0,0,70,0,0,0,"Ref_6","A",53.4,"bird"
"6368","Priotelus roseigaster",80,0,10,0,0,0,10,0,0,0,"Ref_6","A",74.19,"bird"
"6369","Trogon massena",20,0,10,0,0,0,70,0,0,0,"Ref_6","A",141,"bird"
"6370","Trogon melanurus",30,0,0,0,0,0,70,0,0,0,"Ref_6","A",114,"bird"
"6371","Trogon clathratus",20,0,10,0,0,0,70,0,0,0,"Ref_6","A",130,"bird"
"6372","Trogon comptus",50,0,0,0,0,0,50,0,0,0,"Ref_6","D1",114,"bird"
"6373","Trogon bairdii",40,0,0,0,0,0,60,0,0,0,"Ref_6","A",94.4,"bird"
"6374","Trogon viridis",30,0,10,0,0,0,60,0,0,0,"Ref_6","A",89.69,"bird"
"6375","Trogon citreolus",50,0,0,0,0,0,50,0,0,0,"Ref_6","A",79,"bird"
"6376","Trogon melanocephalus",50,0,0,0,0,0,50,0,0,0,"Ref_6","A",85.1,"bird"
"6377","Trogon mexicanus",100,0,0,0,0,0,0,0,0,0,"Ref_6","C",71,"bird"
"6378","Trogon elegans",50,0,0,0,0,0,50,0,0,0,"Ref_6","A",70.89,"bird"
"6379","Trogon collaris",60,0,0,0,0,0,40,0,0,0,"Ref_6","A",65.43,"bird"
"6380","Trogon personatus",50,0,0,0,0,0,50,0,0,0,"Ref_6","A",63.39,"bird"
"6381","Trogon rufus",60,0,0,0,0,0,40,0,0,0,"Ref_6","A",53.8,"bird"
"6382","Trogon surrucura",80,0,0,0,0,0,20,0,0,0,"Ref_6","A",73.29,"bird"
"6383","Trogon curucui",80,0,0,0,0,0,20,0,0,0,"Ref_6","A",54,"bird"
"6384","Trogon violaceus",20,0,0,0,0,0,80,0,0,0,"Ref_6","A",46.5,"bird"
"6385","Apalharpactes reinwardtii",70,0,0,0,0,0,30,0,0,0,"Ref_6","A",72.82,"bird"
"6386","Harpactes fasciatus",80,0,0,0,0,0,10,0,0,10,"Ref_6","A",62,"bird"
"6387","Harpactes kasumba",100,0,0,0,0,0,0,0,0,0,"Ref_6","C",96.89,"bird"
"6388","Harpactes diardii",70,0,0,0,0,0,30,0,0,0,"Ref_6","A",98.3,"bird"
"6389","Harpactes ardens",100,0,0,0,0,0,0,0,0,0,"Ref_6","B",96.29,"bird"
"6390","Harpactes whiteheadi",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",52.7,"bird"
"6391","Harpactes orrhophaeus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",52.8,"bird"
"6392","Harpactes duvaucelii",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",38.85,"bird"
"6393","Harpactes oreskios",70,0,10,0,0,0,10,0,0,10,"Ref_6","A",57.3,"bird"
"6394","Harpactes erythrocephalus",70,0,0,0,0,0,10,0,10,10,"Ref_6","A",80.29,"bird"
"6395","Harpactes wardi",70,0,0,0,0,0,20,0,10,0,"Ref_6","A",119,"bird"
"6396","Coracias garrulus",90,0,0,0,10,0,0,0,0,0,"Ref_6","A",146,"bird"
"6397","Coracias abyssinicus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",102,"bird"
"6398","Coracias caudatus",50,20,30,0,0,0,0,0,0,0,"Ref_6","A",110,"bird"
"6399","Coracias spatulatus",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",90.36,"bird"
"6400","Coracias naevia",50,20,30,0,0,0,0,0,0,0,"Ref_6","A",168,"bird"
"6401","Coracias benghalensis",50,20,30,0,0,0,0,0,0,0,"Ref_6","A",157.46,"bird"
"6402","Coracias temminckii",70,0,30,0,0,0,0,0,0,0,"Ref_6","A",153.67,"bird"
"6403","Coracias cyanogaster",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",142,"bird"
"6404","Eurystomus glaucurus",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",110,"bird"
"6405","Eurystomus gularis",90,0,0,0,0,0,10,0,0,0,"Ref_6","A",96.29,"bird"
"6406","Eurystomus orientalis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",143.02,"bird"
"6407","Eurystomus azureus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",122.76,"bird"
"6408","Brachypteracias leptosomus",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",185,"bird"
"6409","Brachypteracias squamiger",80,10,10,0,0,0,0,0,0,0,"Ref_6","A",155,"bird"
"6410","Atelornis pittoides",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",91.5,"bird"
"6411","Atelornis crossleyi",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",79,"bird"
"6412","Uratelornis chimaera",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",226,"bird"
"6413","Leptosomus discolor",70,0,30,0,0,0,0,0,0,0,"Ref_6","A",255,"bird"
"6414","Hylomanes momotula",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",29.3,"bird"
"6415","Aspatha gularis",70,0,0,0,0,0,30,0,0,0,"Ref_6","A",62.7,"bird"
"6416","Electron platyrhynchum",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",73,"bird"
"6417","Electron carinatum",80,0,20,0,0,0,0,0,0,0,"Ref_6","C",64.9,"bird"
"6418","Eumomota superciliosa",70,0,20,0,0,0,10,0,0,0,"Ref_6","A",62.5,"bird"
"6419","Baryphthengus martii",30,0,10,10,0,0,50,0,0,0,"Ref_6","A",165.02,"bird"
"6420","Baryphthengus ruficapillus",60,10,10,0,0,0,20,0,0,0,"Ref_6","A",141.65,"bird"
"6421","Momotus mexicanus",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",75.7,"bird"
"6422","Momotus momota",50,10,10,0,0,0,30,0,0,0,"Ref_6","A",114.96,"bird"
"6423","Momotus aequatorialis",100,0,0,0,0,0,0,0,0,0,"Ref_6","B",158,"bird"
"6424","Todus multicolor",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",5.9,"bird"
"6425","Todus angustirostris",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",7.5,"bird"
"6426","Todus mexicanus",80,0,10,0,0,0,10,0,0,0,"Ref_6","A",5.9,"bird"
"6427","Todus todus",90,0,0,0,0,0,10,0,0,0,"Ref_6","A",6.4,"bird"
"6428","Todus subulatus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",8.7,"bird"
"6429","Alcedo hercules",10,0,0,90,0,0,0,0,0,0,"Ref_6","A",27.59,"bird"
"6430","Alcedo atthis",30,0,0,70,0,0,0,0,0,0,"Ref_6","A",31.09,"bird"
"6431","Alcedo semitorquata",30,0,10,60,0,0,0,0,0,0,"Ref_6","A",47.32,"bird"
"6432","Alcedo quadribrachys",20,0,0,80,0,0,0,0,0,0,"Ref_6","A",34.9,"bird"
"6433","Alcedo meninting",40,0,0,60,0,0,0,0,0,0,"Ref_6","A",20.42,"bird"
"6434","Alcedo azurea",20,0,0,80,0,0,0,0,0,0,"Ref_6","A",34.9,"bird"
"6435","Alcedo websteri",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",60.97,"bird"
"6436","Alcedo euryzona",30,0,10,60,0,0,0,0,0,0,"Ref_6","A",43.08,"bird"
"6437","Alcedo cyanopectus",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",21.5,"bird"
"6438","Alcedo argentata",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",17.84,"bird"
"6439","Alcedo cristata",40,0,30,30,0,0,0,0,0,0,"Ref_6","A",15.7,"bird"
"6440","Alcedo vintsioides",30,0,30,40,0,0,0,0,0,0,"Ref_6","A",17.9,"bird"
"6441","Alcedo leucogaster",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",14.5,"bird"
"6442","Alcedo coerulescens",60,0,0,40,0,0,0,0,0,0,"Ref_6","A",27.59,"bird"
"6443","Alcedo pusilla",60,0,0,40,0,0,0,0,0,0,"Ref_6","A",13.3,"bird"
"6444","Ceyx lepidus",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",21.32,"bird"
"6445","Ceyx erithaca",80,0,10,10,0,0,0,0,0,0,"Ref_6","A",17.79,"bird"
"6446","Ceyx melanurus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",22.8,"bird"
"6447","Ceyx fallax",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",18,"bird"
"6448","Ceyx madagascariensis",20,0,80,0,0,0,0,0,0,0,"Ref_6","A",17.7,"bird"
"6449","Ceyx pictus",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",12.72,"bird"
"6450","Ceyx lecontei",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",9.5,"bird"
"6451","Lacedo pulchella",80,0,10,10,0,0,0,0,0,0,"Ref_6","A",47.27,"bird"
"6452","Dacelo novaeguineae",70,0,20,10,0,0,0,0,0,0,"Ref_6","A",333.8,"bird"
"6453","Dacelo leachii",50,10,20,20,0,0,0,0,0,0,"Ref_6","A",307.98,"bird"
"6454","Dacelo tyro",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",145.9,"bird"
"6455","Dacelo gaudichaud",60,20,20,0,0,0,0,0,0,0,"Ref_6","A",143,"bird"
"6456","Clytoceyx rex",50,10,40,0,0,0,0,0,0,0,"Ref_6","A",242,"bird"
"6457","Cittura cyanotis",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",147.02,"bird"
"6458","Pelargopsis amauroptera",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",162,"bird"
"6459","Pelargopsis capensis",40,10,10,40,0,0,0,0,0,0,"Ref_6","A",178.68,"bird"
"6460","Pelargopsis melanorhyncha",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",193.26,"bird"
"6461","Halcyon coromanda",50,0,30,20,0,0,0,0,0,0,"Ref_6","A",77.5,"bird"
"6462","Halcyon badia",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",57.9,"bird"
"6463","Halcyon smyrnensis",30,0,30,40,0,0,0,0,0,0,"Ref_6","A",91.4,"bird"
"6464","Halcyon pileata",60,0,10,30,0,0,0,0,0,0,"Ref_6","A",83.99,"bird"
"6465","Halcyon cyanoventris",60,0,20,20,0,0,0,0,0,0,"Ref_6","A",93,"bird"
"6466","Halcyon leucocephala",80,0,10,10,0,0,0,0,0,0,"Ref_6","A",41.8,"bird"
"6467","Halcyon senegalensis",90,0,0,0,10,0,0,0,0,0,"Ref_6","A",73.44,"bird"
"6468","Halcyon senegaloides",50,0,20,30,0,0,0,0,0,0,"Ref_6","A",61.8,"bird"
"6469","Halcyon malimbica",70,10,10,10,0,0,0,0,0,0,"Ref_6","A",91.8,"bird"
"6470","Halcyon albiventris",70,10,20,0,0,0,0,0,0,0,"Ref_6","A",65.1,"bird"
"6471","Halcyon chelicuti",90,0,0,0,10,0,0,0,0,0,"Ref_6","A",43.24,"bird"
"6472","Todiramphus nigrocyaneus",40,0,30,30,0,0,0,0,0,0,"Ref_6","B",54.2,"bird"
"6473","Todiramphus winchelli",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",67.39,"bird"
"6474","Todiramphus diops",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",47.37,"bird"
"6475","Todiramphus lazuli",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",65.45,"bird"
"6476","Todiramphus macleayii",80,0,10,10,0,0,0,0,0,0,"Ref_6","A",37.3,"bird"
"6477","Todiramphus albonotatus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",32,"bird"
"6478","Todiramphus leucopygius",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",47.92,"bird"
"6479","Todiramphus farquhari",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",38.8,"bird"
"6480","Todiramphus pyrrhopygius",40,20,20,20,0,0,0,0,0,0,"Ref_6","A",51.7,"bird"
"6481","Todiramphus cinnamominus",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",62.2,"bird"
"6482","Todiramphus funebris",90,0,10,0,0,0,0,0,0,0,"Ref_6","A",105.79,"bird"
"6483","Todiramphus chloris",80,0,10,10,0,0,0,0,0,0,"Ref_6","A",66.09,"bird"
"6484","Todiramphus enigma",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",65.45,"bird"
"6485","Todiramphus saurophaga",50,0,20,30,0,0,0,0,0,0,"Ref_6","A",126,"bird"
"6486","Todiramphus australasia",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",65.45,"bird"
"6487","Todiramphus sanctus",70,10,10,10,0,0,0,0,0,0,"Ref_6","A",52.96,"bird"
"6488","Todiramphus veneratus",40,0,30,30,0,0,0,0,0,0,"Ref_6","A",65.45,"bird"
"6489","Todiramphus tutus",70,0,20,10,0,0,0,0,0,0,"Ref_6","A",42.32,"bird"
"6490","Todiramphus godeffroyi",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",63.35,"bird"
"6491","Todiramphus gambieri",70,0,20,10,0,0,0,0,0,0,"Ref_6","A",34.98,"bird"
"6492","Caridonax fulgidus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",171.81,"bird"
"6493","Melidora macrorrhina",60,0,40,0,0,0,0,0,0,0,"Ref_6","A",97,"bird"
"6494","Actenoides bougainvillei",50,0,50,0,0,0,0,0,0,0,"Ref_6","C",188,"bird"
"6495","Actenoides concretus",60,0,20,20,0,0,0,0,0,0,"Ref_6","A",73.47,"bird"
"6496","Actenoides lindsayi",80,0,0,0,20,0,0,0,0,0,"Ref_6","A",92.84,"bird"
"6497","Actenoides hombroni",70,0,20,10,0,0,0,0,0,0,"Ref_6","A",117,"bird"
"6498","Actenoides monachus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",106,"bird"
"6499","Actenoides princeps",100,0,0,0,0,0,0,0,0,0,"Ref_6","B",105,"bird"
"6500","Syma torotoro",70,0,30,0,0,0,0,0,0,0,"Ref_6","A",37.7,"bird"
"6501","Syma megarhyncha",70,0,30,0,0,0,0,0,0,0,"Ref_6","A",40,"bird"
"6502","Tanysiptera hydrocharis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",50.15,"bird"
"6503","Tanysiptera galatea",80,0,20,0,0,0,0,0,0,0,"Ref_6","A",50,"bird"
"6504","Tanysiptera ellioti",100,0,0,0,0,0,0,0,0,0,"Ref_6","C",50.15,"bird"
"6505","Tanysiptera riedelii",90,0,10,0,0,0,0,0,0,0,"Ref_6","D1",65,"bird"
"6506","Tanysiptera carolinae",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",50.15,"bird"
"6507","Tanysiptera nympha",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",57,"bird"
"6508","Tanysiptera danae",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",43.48,"bird"
"6509","Tanysiptera sylvia",70,0,30,0,0,0,0,0,0,0,"Ref_6","A",49.6,"bird"
"6510","Megaceryle maxima",30,0,10,60,0,0,0,0,0,0,"Ref_6","A",325,"bird"
"6511","Megaceryle lugubris",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",270.99,"bird"
"6512","Megaceryle alcyon",10,10,10,70,0,0,0,0,0,0,"Ref_6","A",148,"bird"
"6513","Megaceryle torquata",20,0,20,60,0,0,0,0,0,0,"Ref_6","A",317,"bird"
"6514","Ceryle rudis",20,0,0,80,0,0,0,0,0,0,"Ref_6","A",84.37,"bird"
"6515","Chloroceryle amazona",50,0,0,50,0,0,0,0,0,0,"Ref_6","A",126.38,"bird"
"6516","Chloroceryle americana",40,0,0,60,0,0,0,0,0,0,"Ref_6","A",33.73,"bird"
"6517","Chloroceryle inda",40,0,0,60,0,0,0,0,0,0,"Ref_6","A",52.1,"bird"
"6518","Chloroceryle aenea",20,0,0,80,0,0,0,0,0,0,"Ref_6","A",13.75,"bird"
"6519","Nyctyornis amictus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",71.89,"bird"
"6520","Nyctyornis athertoni",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",84.23,"bird"
"6521","Meropogon forsteni",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",55,"bird"
"6522","Merops gularis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",27.3,"bird"
"6523","Merops muelleri",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",22.5,"bird"
"6524","Merops bulocki",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",23.1,"bird"
"6525","Merops bullockoides",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",34.8,"bird"
"6526","Merops pusillus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",15.1,"bird"
"6527","Merops variegatus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",22.5,"bird"
"6528","Merops oreobates",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",23.96,"bird"
"6529","Merops hirundineus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",21.7,"bird"
"6530","Merops breweri",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",49.74,"bird"
"6531","Merops revoilii",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",12.9,"bird"
"6532","Merops albicollis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",25.9,"bird"
"6533","Merops orientalis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",14.8,"bird"
"6534","Merops boehmi",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",16.6,"bird"
"6535","Merops viridis",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",34.8,"bird"
"6536","Merops persicus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",49.3,"bird"
"6537","Merops superciliosus",100,0,0,0,0,0,0,0,0,0,"Ref_6","B",38.5,"bird"
"6538","Merops philippinus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",34,"bird"
"6539","Merops ornatus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",29.5,"bird"
"6540","Merops apiaster",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",56.6,"bird"
"6541","Merops leschenaulti",100,0,0,0,0,0,0,0,0,0,"Ref_6","B",27.2,"bird"
"6542","Merops malimbicus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",50.37,"bird"
"6543","Merops nubicus",100,0,0,0,0,0,0,0,0,0,"Ref_6","A",42.4,"bird"
"6544","Colius striatus",0,0,0,0,0,0,70,10,0,20,"Ref_6","A",51.1,"bird"
"6545","Colius leucocephalus",0,0,0,0,0,0,70,0,0,30,"Ref_6","B",35.84,"bird"
"6546","Colius castanotus",0,0,0,0,0,0,70,0,0,30,"Ref_6","A",56.55,"bird"
"6547","Colius colius",0,0,0,0,0,0,70,10,0,20,"Ref_6","A",41.4,"bird"
"6548","Urocolius macrourus",0,0,0,0,0,0,70,0,0,30,"Ref_6","A",45.5,"bird"
"6549","Urocolius indicus",0,0,0,0,0,0,70,10,0,20,"Ref_6","A",52.7,"bird"
"6550","Clamator jacobinus",70,10,0,0,0,0,20,0,0,0,"Ref_4","A",79.37,"bird"
"6551","Clamator levaillantii",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",122,"bird"
"6552","Clamator coromandus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",74.59,"bird"
"6553","Clamator glandarius",90,0,10,0,0,0,0,0,0,0,"Ref_4","A",143,"bird"
"6554","Pachycoccyx audeberti",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",102.85,"bird"
"6555","Cuculus crassirostris",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",82.08,"bird"
"6556","Cuculus sparverioides",90,0,0,0,0,0,10,0,0,0,"Ref_4","A",151,"bird"
"6557","Cuculus varius",80,0,10,0,0,0,10,0,0,0,"Ref_4","A",103,"bird"
"6558","Cuculus vagans",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",57.7,"bird"
"6559","Cuculus fugax",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",79.7,"bird"
"6560","Cuculus solitarius",80,0,10,0,0,0,10,0,0,0,"Ref_4","A",76.73,"bird"
"6561","Cuculus clamosus",90,10,0,0,0,0,0,0,0,0,"Ref_4","A",78.8,"bird"
"6562","Cuculus micropterus",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",88.75,"bird"
"6563","Cuculus canorus",90,0,0,0,0,0,10,0,0,0,"Ref_4","A",111.36,"bird"
"6564","Cuculus gularis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",103,"bird"
"6565","Cuculus saturatus",90,0,0,0,0,0,10,0,0,0,"Ref_4","A",87,"bird"
"6566","Cuculus poliocephalus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",46.56,"bird"
"6567","Cuculus rochii",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",62.7,"bird"
"6568","Cuculus pallidus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",87.69,"bird"
"6569","Cercococcyx mechowi",80,0,0,0,0,0,0,0,20,0,"Ref_4","A",55.6,"bird"
"6570","Cercococcyx olivinus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",65.9,"bird"
"6571","Cercococcyx montanus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",58.2,"bird"
"6572","Cacomantis sonneratii",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",33.8,"bird"
"6573","Cacomantis merulinus",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",25.3,"bird"
"6574","Cacomantis variolosus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",35.75,"bird"
"6575","Cacomantis castaneiventris",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",33.2,"bird"
"6576","Cacomantis heinrichi",100,0,0,0,0,0,0,0,0,0,"Ref_4","C",34.14,"bird"
