"","Scientific","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","BodyMass.Value","taxon"
"12896","Phylloscopus neglectus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",5.3,"bird"
"12897","Phylloscopus bonelli",90,0,0,0,0,0,10,0,0,0,"Ref_11","A",8.69,"bird"
"12898","Phylloscopus orientalis",90,0,0,0,0,0,10,0,0,0,"Ref_11","A",8.5,"bird"
"12899","Phylloscopus sibilatrix",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",9.2,"bird"
"12900","Phylloscopus fuscatus",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",8.74,"bird"
"12901","Phylloscopus fuligiventer",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.83,"bird"
"12902","Phylloscopus affinis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.96,"bird"
"12903","Phylloscopus subaffinis",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",6.2,"bird"
"12904","Phylloscopus griseolus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.6,"bird"
"12905","Phylloscopus armandii",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",9.4,"bird"
"12906","Phylloscopus schwarzi",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.4,"bird"
"12907","Phylloscopus pulcher",80,0,0,0,0,0,0,20,0,0,"Ref_11","A",6.8,"bird"
"12908","Phylloscopus maculipennis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",5.1,"bird"
"12909","Phylloscopus proregulus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6,"bird"
"12910","Phylloscopus kansuensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",6.62,"bird"
"12911","Phylloscopus chloronotus",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",5.35,"bird"
"12912","Phylloscopus subviridis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",5.47,"bird"
"12913","Phylloscopus inornatus",90,0,0,0,0,0,0,0,10,0,"Ref_11","A",6.59,"bird"
"12914","Phylloscopus humei",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6,"bird"
"12915","Phylloscopus borealis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.89,"bird"
"12916","Phylloscopus trochiloides",80,0,0,0,0,0,10,0,10,0,"Ref_11","A",8.05,"bird"
"12917","Phylloscopus nitidus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.8,"bird"
"12918","Phylloscopus tenellipes",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.8,"bird"
"12919","Phylloscopus borealoides",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",9.8,"bird"
"12920","Phylloscopus magnirostris",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.6,"bird"
"12921","Phylloscopus tytleri",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.2,"bird"
"12922","Phylloscopus occipitalis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9,"bird"
"12923","Phylloscopus coronatus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.1,"bird"
"12924","Phylloscopus ijimae",60,0,0,0,0,0,0,0,40,0,"Ref_11","A",8.7,"bird"
"12925","Phylloscopus reguloides",80,0,0,0,0,0,20,0,0,0,"Ref_11","A",7.63,"bird"
"12926","Phylloscopus hainanus",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",9.45,"bird"
"12927","Phylloscopus emeiensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",10.53,"bird"
"12928","Phylloscopus davisoni",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.4,"bird"
"12929","Phylloscopus cantator",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6,"bird"
"12930","Phylloscopus ricketti",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.53,"bird"
"12931","Phylloscopus olivaceus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.69,"bird"
"12932","Phylloscopus cebuensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9,"bird"
"12933","Phylloscopus trivirgatus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9,"bird"
"12934","Phylloscopus sarasinorum",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.45,"bird"
"12935","Phylloscopus presbytes",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.45,"bird"
"12936","Phylloscopus poliocephalus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",10.8,"bird"
"12937","Phylloscopus makirensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",9.2,"bird"
"12938","Phylloscopus amoenus",100,0,0,0,0,0,0,0,0,0,"Ref_11","D1",10.53,"bird"
"12939","Seicercus burkii",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7.3,"bird"
"12940","Phylloscopus xanthoschistos",90,0,0,0,0,0,10,0,0,0,"Ref_11","A",6.94,"bird"
"12941","Seicercus affinis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.92,"bird"
"12942","Seicercus poliogenys",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.3,"bird"
"12943","Seicercus castaniceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",5.3,"bird"
"12944","Seicercus montis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.4,"bird"
"12945","Seicercus grammiceps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",5,"bird"
"12946","Tickellia hodgsoni",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",4.5,"bird"
"12947","Abroscopus albogularis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",4.84,"bird"
"12948","Abroscopus schisticeps",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",4.7,"bird"
"12949","Abroscopus superciliaris",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.48,"bird"
"12950","Hyliota flavigaster",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",12.5,"bird"
"12951","Hyliota australis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",11.2,"bird"
"12952","Hyliota violacea",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",15.8,"bird"
"12953","Megalurus timoriensis",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",21.55,"bird"
"12954","Megalurus palustris",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",44.1,"bird"
"12955","Megalurus albolimbatus",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",14,"bird"
"12956","Megalurus gramineus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14.09,"bird"
"12957","Bowdleria punctata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",25.17,"bird"
"12958","Cincloramphus cruralis",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",49.22,"bird"
"12959","Cincloramphus mathewsi",90,0,0,0,0,0,0,0,10,0,"Ref_11","A",29.34,"bird"
"12960","Eremiornis carteri",80,0,0,0,0,0,0,0,20,0,"Ref_11","A",12.2,"bird"
"12961","Buettikoferella bivittata",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",30,"bird"
"12962","Megalurulus mariei",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",25,"bird"
"12963","Megalurulus grosvenori",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",54,"bird"
"12964","Megalurulus llaneae",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",25.5,"bird"
"12965","Megalurulus whitneyi",100,0,0,0,0,0,0,0,0,0,"Ref_11","B",36,"bird"
"12966","Megalurulus rubiginosus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",41.2,"bird"
"12967","Trichocichla rufa",100,0,0,0,0,0,0,0,0,0,"Ref_11","C",26,"bird"
"12968","Chaetornis striata",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",32,"bird"
"12969","Graminicola bengalensis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",14.64,"bird"
"12970","Schoenicola brevirostris",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",15.7,"bird"
"12971","Schoenicola platyurus",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",16,"bird"
"12972","Garrulax cinereifrons",60,0,0,0,0,0,20,0,20,0,"Ref_12","A",70,"bird"
"12973","Garrulax palliatus",60,0,0,0,0,0,20,0,10,10,"Ref_12","A",78.64,"bird"
"12974","Garrulax rufifrons",50,0,0,0,0,0,50,0,0,0,"Ref_12","A",78.64,"bird"
"12975","Garrulax perspicillatus",80,0,0,0,0,0,10,0,10,0,"Ref_12","A",117.84,"bird"
"12976","Garrulax albogularis",60,0,0,0,0,0,20,0,20,0,"Ref_12","A",97.55,"bird"
"12977","Garrulax leucolophus",60,0,10,0,0,0,10,10,10,0,"Ref_12","A",123.44,"bird"
"12978","Garrulax monileger",50,0,10,0,0,0,20,0,10,10,"Ref_12","A",83.7,"bird"
"12979","Garrulax pectoralis",70,0,0,0,0,0,30,0,0,0,"Ref_12","A",145.12,"bird"
"12980","Garrulax lugubris",90,0,0,0,0,0,0,0,10,0,"Ref_12","A",78.64,"bird"
"12981","Garrulax calvus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",78.64,"bird"
"12982","Garrulax striatus",60,0,0,0,0,0,10,10,10,10,"Ref_12","A",92,"bird"
"12983","Garrulax strepitans",80,0,0,0,0,0,0,20,0,0,"Ref_12","B",78.64,"bird"
"12984","Garrulax milleti",70,0,0,0,0,0,10,0,10,10,"Ref_12","D1",78.64,"bird"
"12985","Garrulax maesi",70,0,0,0,0,0,10,0,10,10,"Ref_12","D1",78.64,"bird"
"12986","Garrulax ruficollis",60,0,0,0,0,0,20,0,20,0,"Ref_12","A",66.18,"bird"
"12987","Garrulax nuchalis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",78,"bird"
"12988","Garrulax chinensis",70,0,0,0,0,0,0,0,10,20,"Ref_12","A",78.64,"bird"
"12989","Garrulax vassali",70,0,0,0,0,0,10,0,10,10,"Ref_12","D1",78.64,"bird"
"12990","Garrulax galbanus",70,0,0,0,0,0,0,0,30,0,"Ref_12","A",56,"bird"
"12991","Garrulax delesserti",80,0,0,0,0,0,10,0,10,0,"Ref_12","A",92,"bird"
"12992","Garrulax gularis",80,0,0,0,0,0,10,0,10,0,"Ref_12","A",92,"bird"
"12993","Garrulax davidi",60,0,0,0,0,0,10,0,20,10,"Ref_12","A",56.2,"bird"
"12994","Garrulax sukatschewi",40,0,0,0,0,0,30,0,30,0,"Ref_12","A",67.79,"bird"
"12995","Garrulax cineraceus",70,0,0,0,0,0,20,0,10,0,"Ref_12","A",48.95,"bird"
"12996","Garrulax rufogularis",60,0,0,0,0,0,20,0,20,0,"Ref_12","A",62.8,"bird"
"12997","Garrulax lunulatus",80,0,0,0,0,0,0,0,0,20,"Ref_12","A",78.64,"bird"
"12998","Garrulax bieti",50,0,0,0,0,0,50,0,0,0,"Ref_12","A",78.64,"bird"
"12999","Garrulax maximus",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",78.64,"bird"
"13000","Garrulax ocellatus",40,0,0,0,0,0,30,0,30,0,"Ref_12","A",114,"bird"
"13001","Garrulax caerulatus",20,0,0,0,0,0,30,0,30,20,"Ref_12","A",85.67,"bird"
"13002","Garrulax poecilorhynchus",40,0,0,0,0,0,0,0,40,20,"Ref_12","A",71.97,"bird"
"13003","Garrulax mitratus",70,0,0,0,0,0,20,0,10,0,"Ref_12","A",62,"bird"
"13004","Garrulax merulinus",70,0,0,0,0,0,10,0,10,10,"Ref_12","D1",78.8,"bird"
"13005","Garrulax canorus",70,0,0,0,0,0,10,0,10,10,"Ref_12","A",62.78,"bird"
"13006","Garrulax sannio",70,0,0,0,0,0,10,0,10,10,"Ref_12","A",67.79,"bird"
"13007","Strophocincla cachinnans",60,0,0,0,0,0,20,10,0,10,"Ref_12","A",78.64,"bird"
"13008","Garrulax lineatus",70,0,0,0,0,0,10,0,10,10,"Ref_12","A",40.7,"bird"
"13009","Garrulax virgatus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",48,"bird"
"13010","Garrulax austeni",50,0,0,0,0,0,0,0,50,0,"Ref_12","A",59,"bird"
"13011","Garrulax squamatus",40,0,0,0,0,0,30,0,30,0,"Ref_12","A",83.99,"bird"
"13012","Garrulax subunicolor",80,0,0,0,0,0,10,0,0,10,"Ref_12","A",65.93,"bird"
"13013","Garrulax elliotii",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",45,"bird"
"13014","Garrulax variegatus",40,0,0,0,0,0,60,0,0,0,"Ref_12","A",64.5,"bird"
"13015","Garrulax henrici",30,0,0,0,0,0,70,0,0,0,"Ref_12","B",78.64,"bird"
"13016","Garrulax affinis",30,0,0,0,0,0,70,0,0,0,"Ref_12","A",72.66,"bird"
"13017","Garrulax morrisonianus",30,0,0,0,0,0,30,0,20,20,"Ref_12","A",73.1,"bird"
"13018","Garrulax erythrocephalus",60,0,0,0,0,0,10,0,10,20,"Ref_12","A",71.7,"bird"
"13019","Garrulax yersini",70,0,0,0,0,0,10,0,10,10,"Ref_12","D1",78.64,"bird"
"13020","Garrulax formosus",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",78.64,"bird"
"13021","Garrulax milnei",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",78.64,"bird"
"13022","Liocichla phoenicea",40,0,0,0,0,0,30,0,30,0,"Ref_12","A",49,"bird"
"13023","Liocichla omeiensis",50,0,0,0,0,0,50,0,0,0,"Ref_12","A",40.4,"bird"
"13024","Liocichla steerii",60,0,0,0,0,10,20,0,10,0,"Ref_12","A",31.38,"bird"
"13025","Modulatrix stictigula",50,0,0,0,0,0,50,0,0,0,"Ref_12","A",30.5,"bird"
"13026","Modulatrix orostruthus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",32.7,"bird"
"13027","Trichastoma rostratum",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",17.8,"bird"
"13028","Trichastoma celebense",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",23.6,"bird"
"13029","Trichastoma bicolor",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",27.2,"bird"
"13030","Leonardina woodi",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",21,"bird"
"13031","Malacocincla abbotti",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",26.8,"bird"
"13032","Malacocincla sepiaria",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",25.5,"bird"
"13033","Malacocincla perspicillata",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",26.23,"bird"
"13034","Malacocincla malaccensis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",21.4,"bird"
"13035","Malacocincla cinereiceps",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",23.92,"bird"
"13036","Trichastoma tickelli",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",17.1,"bird"
"13037","Trichastoma pyrrogenys",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",23.16,"bird"
"13038","Pellorneum albiventre",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",21.5,"bird"
"13039","Pellorneum palustre",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",23.16,"bird"
"13040","Pellorneum ruficeps",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",26,"bird"
"13041","Pellorneum fuscocapillus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",30,"bird"
"13042","Pellorneum capistratum",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",25.1,"bird"
"13043","Malacopteron magnirostre",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",19.34,"bird"
"13044","Malacopteron affine",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",17.08,"bird"
"13045","Malacopteron cinereum",90,0,0,0,0,0,10,0,0,0,"Ref_12","A",18.1,"bird"
"13046","Malacopteron magnum",90,0,0,0,0,0,0,0,10,0,"Ref_12","A",27.2,"bird"
"13047","Malacopteron palawanense",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",32.11,"bird"
"13048","Malacopteron albogulare",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",16.5,"bird"
"13049","Illadopsis cleaveri",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",30.8,"bird"
"13050","Illadopsis albipectus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",30.6,"bird"
"13051","Illadopsis rufescens",90,0,10,0,0,0,0,0,0,0,"Ref_12","A",37,"bird"
"13052","Illadopsis puveli",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",48.4,"bird"
"13053","Illadopsis rufipennis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",22.2,"bird"
"13054","Illadopsis fulvescens",90,0,0,0,0,0,0,0,10,0,"Ref_12","A",27.9,"bird"
"13055","Illadopsis pyrrhoptera",80,0,0,0,0,0,10,0,10,0,"Ref_12","A",24.8,"bird"
"13056","Pseudoalcippe abyssinica",70,0,0,0,0,0,20,0,10,0,"Ref_12","A",18.8,"bird"
"13057","Kakamega poliothorax",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",36.4,"bird"
"13058","Ptyrticus turdinus",90,0,10,0,0,0,0,0,0,0,"Ref_12","A",65.8,"bird"
"13059","Pomatorhinus hypoleucos",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",75.6,"bird"
"13060","Pomatorhinus erythrocnemis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",58.15,"bird"
"13061","Pomatorhinus erythrogenys",60,0,0,0,0,0,20,0,20,0,"Ref_12","A",54.9,"bird"
"13062","Pomatorhinus horsfieldii",80,0,0,0,0,0,10,10,0,0,"Ref_12","A",43,"bird"
"13063","Pomatorhinus schisticeps",60,0,0,0,0,0,20,0,20,0,"Ref_12","A",43,"bird"
"13064","Pomatorhinus montanus",70,0,0,0,0,0,10,0,10,10,"Ref_12","A",28.63,"bird"
"13065","Pomatorhinus ruficollis",80,0,0,0,0,0,10,0,10,0,"Ref_12","A",31.61,"bird"
"13066","Pomatorhinus ochraceiceps",80,0,0,0,0,0,0,10,10,0,"Ref_12","A",34,"bird"
"13067","Pomatorhinus ferruginosus",90,0,0,0,0,0,0,0,0,10,"Ref_12","A",40,"bird"
"13068","Xiphirhynchus superciliaris",60,0,0,0,0,0,20,20,0,0,"Ref_12","A",28,"bird"
"13069","Jabouilleia danjoui",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",35.5,"bird"
"13070","Rimator malacoptilus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",19.44,"bird"
"13071","Ptilocichla leucogrammica",100,0,0,0,0,0,0,0,0,0,"Ref_12","B",33,"bird"
"13072","Ptilocichla mindanensis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",29.2,"bird"
"13073","Ptilocichla falcata",70,0,0,0,0,0,30,0,0,0,"Ref_12","B",31.1,"bird"
"13074","Kenopia striata",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",19.9,"bird"
"13075","Turdinus macrodactylus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",48.7,"bird"
"13076","Turdinus rufipectus",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",37,"bird"
"13077","Turdinus atrigularis",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",37,"bird"
"13078","Turdinus marmorata",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",41,"bird"
"13079","Gypsophila crispifrons",50,0,0,0,0,0,0,0,50,0,"Ref_12","A",27,"bird"
"13080","Napothera brevicaudata",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",19.5,"bird"
"13081","Napothera crassa",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",26.8,"bird"
"13082","Robsonius rabori",100,0,0,0,0,0,0,0,0,0,"Ref_12","B",61,"bird"
"13083","Napothera epilepidota",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",16,"bird"
"13084","Pnoepyga albiventer",50,0,0,0,0,0,0,0,50,0,"Ref_12","A",20.9,"bird"
"13085","Pnoepyga immaculata",100,0,0,0,0,0,0,0,0,0,"Ref_12","B",20.5,"bird"
"13086","Pnoepyga pusilla",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",12,"bird"
"13087","Spelaeornis caudatus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",11,"bird"
"13088","Spelaeornis badeigularis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",6,"bird"
"13089","Spelaeornis troglodytoides",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",7,"bird"
"13090","Spelaeornis formosus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",5,"bird"
"13091","Spelaeornis chocolatinus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",11.83,"bird"
"13092","Spelaeornis longicaudatus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",12,"bird"
"13093","Sphenocichla humei",100,0,0,0,0,0,0,0,0,0,"Ref_12","C",34.1,"bird"
"13094","Neomixis tenella",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",6.88,"bird"
"13095","Neomixis viridis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",7,"bird"
"13096","Neomixis striatigula",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",8.3,"bird"
"13097","Neomixis flavoviridis",100,0,0,0,0,0,0,0,0,0,"Ref_11","A",9.7,"bird"
"13098","Stachyris ambigua",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",9.7,"bird"
"13099","Stachyris rufifrons",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",10.6,"bird"
"13100","Stachyris ruficeps",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",10.3,"bird"
"13101","Stachyris pyrrhops",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",9.59,"bird"
"13102","Stachyris chrysaea",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",9,"bird"
"13103","Stachyris plateni",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",8.7,"bird"
"13104","Stachyris dennistouni",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",15.7,"bird"
"13105","Stachyris nigrocapitata",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",14.1,"bird"
"13106","Stachyris capitalis",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",14.9,"bird"
"13107","Dasycrotapha speciosa",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",16.43,"bird"
"13108","Stachyris whiteheadi",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",21.88,"bird"
"13109","Stachyris striata",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",13.9,"bird"
"13110","Stachyris latistriata",80,0,0,0,0,0,0,0,20,0,"Ref_12","A",29.5,"bird"
"13111","Stachyris nigrorum",50,0,0,0,0,0,50,0,0,0,"Ref_12","A",21.6,"bird"
"13112","Stachyris hypogrammica",60,0,0,0,0,0,0,0,20,20,"Ref_12","B",15.96,"bird"
"13113","Stachyris grammiceps",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",15.96,"bird"
"13114","Stachyris herberti",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",15.96,"bird"
"13115","Stachyris nigriceps",70,0,0,0,0,0,10,10,10,0,"Ref_12","A",15.8,"bird"
"13116","Stachyris poliocephala",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",23.32,"bird"
"13117","Stachyris oglei",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",33,"bird"
"13118","Stachyris striolata",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",15.96,"bird"
"13119","Stachyris leucotis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",23.7,"bird"
"13120","Stachyris nigricollis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",26.2,"bird"
"13121","Stachyris thoracica",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",15.96,"bird"
"13122","Stachyris maculata",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",29.2,"bird"
"13123","Stachyris erythroptera",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",12.6,"bird"
"13124","Stachyris melanothorax",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",15.96,"bird"
"13125","Dumetia hyperythra",90,0,0,0,0,0,0,10,0,0,"Ref_12","A",12.9,"bird"
"13126","Rhopocichla atriceps",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",16.3,"bird"
"13127","Macronous gularis",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",11.83,"bird"
"13128","Macronous flavicollis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",20,"bird"
"13129","Macronous kelleyi",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",18.37,"bird"
"13130","Macronous striaticeps",80,0,0,0,0,0,0,0,0,20,"Ref_12","B",16.5,"bird"
"13131","Macronous ptilosus",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",18,"bird"
"13132","Micromacronus leytensis",90,0,0,0,0,0,10,0,0,0,"Ref_12","B",5.5,"bird"
"13133","Timalia pileata",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",16,"bird"
"13134","Chrysomma sinense",80,0,0,0,0,0,10,10,0,0,"Ref_12","A",17.16,"bird"
"13135","Chrysomma altirostre",70,0,0,0,0,0,0,0,30,0,"Ref_12","A",20,"bird"
"13136","Chrysomma poecilotis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",18.71,"bird"
"13137","Turdoides nipalensis",80,0,0,0,0,0,10,0,10,0,"Ref_12","A",61,"bird"
"13138","Turdoides altirostris",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",33,"bird"
"13139","Turdoides caudata",40,0,0,0,0,0,20,10,0,30,"Ref_12","A",39.15,"bird"
"13140","Turdoides earlei",80,0,0,0,0,0,0,0,0,20,"Ref_12","A",47,"bird"
"13141","Turdoides gularis",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",45.5,"bird"
"13142","Turdoides longirostris",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",35,"bird"
"13143","Turdoides malcolmi",70,0,0,0,0,0,10,0,10,10,"Ref_12","A",75.7,"bird"
"13144","Turdoides squamiceps",50,0,10,0,0,10,10,10,10,0,"Ref_12","A",72.88,"bird"
"13145","Turdoides fulva",40,0,0,0,0,0,20,0,20,20,"Ref_12","A",61.39,"bird"
"13146","Turdoides aylmeri",60,0,0,0,0,0,20,0,20,0,"Ref_12","B",35.3,"bird"
"13147","Turdoides rubiginosa",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",40.6,"bird"
"13148","Turdoides subrufa",70,0,0,0,0,0,10,10,0,10,"Ref_12","A",66.67,"bird"
"13149","Turdoides striata",30,0,10,0,0,0,20,10,10,20,"Ref_12","A",65.99,"bird"
"13150","Turdoides rufescens",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",63.28,"bird"
"13151","Turdoides affinis",50,0,0,0,0,10,20,10,0,10,"Ref_12","A",63.28,"bird"
"13152","Turdoides reinwardii",50,0,0,0,0,0,50,0,0,0,"Ref_12","A",78.8,"bird"
"13153","Turdoides tenebrosa",80,0,0,0,0,0,20,0,0,0,"Ref_12","A",76,"bird"
"13154","Turdoides melanops",40,0,30,0,0,0,30,0,0,0,"Ref_12","A",77,"bird"
"13155","Turdoides squamulata",40,0,0,0,0,0,30,0,30,0,"Ref_12","C",69.37,"bird"
"13156","Turdoides leucopygia",40,0,0,0,0,0,30,0,30,0,"Ref_12","C",82.4,"bird"
"13157","Turdoides hartlaubii",100,0,0,0,0,0,0,0,0,0,"Ref_12","A",86.2,"bird"
"13158","Turdoides bicolor",70,0,30,0,0,0,0,0,0,0,"Ref_12","A",78.3,"bird"
